field,value
note_sp,EDIZ. FUORI COMMERCIO
data_crea,1999-04-19 00:00:00
n_scheda,21495
segnatura,SO
noName,"0/8,III"
cod_sez,SO
n_s_sez,0
autore,"PARETO, VILFREDO"
edizione,II
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,COPYRIGHT 1923
volume,2025-03-03 00:00:00
pagine,"4 F.P.,673"
formato,25
data_crea,1999-04-19 00:00:00
n_scheda,21494
segnatura,SO
noName,"0/8,II"
cod_sez,SO
n_s_sez,0
autore,"PARETO, VILFREDO"
edizione,II
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,COPYRIGHT 1923
volume,2025-03-02 00:00:00
pagine,"4 F.P.,540"
formato,25
data_crea,1999-04-19 00:00:00
n_scheda,21493
segnatura,SO
noName,"0/8,I (I-III)"
cod_sez,SO
n_s_sez,0
autore,"PARETO, VILFREDO"
edizione,I
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,COPYRIGHT 1923
volume,2025-03-01 00:00:00
pagine,"CXVII,431"
illustr,ANT. [CON F. DI GUARDIA]
formato,25
data_crea,1999-04-19 00:00:00
n_scheda,21492
segnatura,S 2
noName,"4,25"
cod_sez,S
n_s_sez,24
autore,"QUILICI, FOLCO"
edizione,I
luogo_pub,TORINO
editore,S.E.I.
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,443
illustr,"ILL. [FOT.,IN BIANCONERO E A COL.]"
formato,22.5
note_sp,LE FIRME [COLL.]
data_crea,1999-04-19 00:00:00
n_scheda,21491
segnatura,S 1
noName,"9,18"
cod_sez,S
n_s_sez,19
autore,"NEVINS, ALLAN ; COMMAGER, HENRY S."
luogo_pub,NEW YORK
editore,POCKET BOOKS INC.
data_pub,1942
volume,2025-01-01 00:00:00
pagine,"VII [X],497"
illustr,CARTINE
formato,16.5
note_sp,LIBRO DANNEGGIATO
data_crea,1999-04-19 00:00:00
n_scheda,21490
segnatura,S 1
noName,"9,17"
cod_sez,S
n_s_sez,19
autore,"MAUROIS, ANDRE"
collabor,"MONICELLI G.,TRAD."
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1957
volume,2025-01-01 00:00:00
pagine,529
illustr,TAV.
formato,20
data_crea,1999-04-19 00:00:00
n_scheda,21489
segnatura,S 1
noName,"9,16"
cod_sez,S
n_s_sez,19
autore,"HAY, DENYS"
collabor,MARTINI S. / ALBINI U.
edizione,"II, RIV. E AMPL."
luogo_pub,ROMA/BARI
editore,LATERZA
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,"XXIV,233"
formato,18
note_sp,INTROD. DI E. GARIN; UNIVERSALE LATERZA/455
data_crea,1999-04-19 00:00:00
n_scheda,21488
segnatura,S 1
noName,"9,15"
cod_sez,S
n_s_sez,19
autore,"BURCKHARDT, JACOB"
titolo,LA CIVILTA` DEL RINASCIMENTO IN ITALIA MODERNA
collabor,"VALBUSA D.,TRAD."
edizione,RIV. E CORR.
luogo_pub,FIRENZE
editore,SANSONI
data_pub,1952
volume,2025-01-01 00:00:00
pagine,"XXXV,550"
illustr,TAV. [IN FONDO AL V.]
formato,20
note_sp,"INTROD. DI E. GARIN; OP. DOPPIA, DIVERSA ED.; CLAS"
data_crea,1999-04-19 00:00:00
n_scheda,21487
segnatura,S 1
noName,"7,38"
cod_sez,S
n_s_sez,17
autore,"MONTANELLI, INDRO"
edizione,II
luogo_pub,MILANO
editore,LONGANESI & C.
data_pub,COPYRIGHT 1958
volume,2025-01-01 00:00:00
pagine,542
illustr,CARTINE
formato,18.5
note_sp,IL CAMMEO/119
data_crea,1999-04-16 00:00:00
n_scheda,21486
segnatura,S 1
noName,"4,169"
cod_sez,S
n_s_sez,14
autore,"NOVELLI, DIEGO"
collabor,"MAURO E.,CURAT."
edizione,I
luogo_pub,ROMA
editore,EDITORI RIUNITI
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,"XI,100"
formato,19.5
data_crea,1999-04-16 00:00:00
n_scheda,21485
segnatura,S 1
noName,"4,168"
cod_sez,S
n_s_sez,14
autore,"BERNARDI, MARZIANO"
luogo_pub,TORINO
editore,FR.LLI POZZO
data_pub,COPYRIGHT 1975 [?]
volume,2025-01-01 00:00:00
pagine,234
illustr,ILL. [ANCHE A COL.]
formato,24
data_crea,1999-04-16 00:00:00
n_scheda,21484
segnatura,S 1
noName,"4,167"
cod_sez,S
n_s_sez,14
autore,"GERVASIO, RICCARDO"
luogo_pub,TORINO
editore,LE BOUQUINISTE
data_pub,1967
volume,2025-01-01 00:00:00
pagine,"VIII,244"
illustr,TAV.[ANCHE RIPIEG.]
formato,25
data_crea,1999-04-16 00:00:00
n_scheda,21483
segnatura,S 1
noName,"4,166"
cod_sez,S
n_s_sez,14
autore,"MONTI, AUGUSTO"
luogo_pub,TORINO
editore,AEDA
data_pub,1968
volume,2025-01-01 00:00:00
pagine,87
illustr,"ILL. [FUORI TESTO, FOT.]"
formato,22
data_crea,1999-04-16 00:00:00
n_scheda,21482
segnatura,S 1
noName,"2,63"
cod_sez,S
n_s_sez,12
autore,"ZOPPI, GIUSEPPE"
edizione,IV
luogo_pub,BELLINZONA
editore,IST. EDITORIALE TICINESE
data_pub,1960
volume,2025-01-01 00:00:00
pagine,220
illustr,"ILL. [FUORI TESTO, FOT.]"
formato,22
data_crea,1999-04-16 00:00:00
n_scheda,21481
segnatura,S 1
noName,"2,62"
cod_sez,S
n_s_sez,12
autore,"HILL, CHRISTOPHER"
collabor,DE CUGIS C. / MORI G. [TRAD. A CURA DI]
edizione,I
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1957
volume,2025-01-01 00:00:00
pagine,422
formato,22
note_sp,I FATTI E LE IDEE
data_crea,1999-04-16 00:00:00
n_scheda,21480
segnatura,S 3
noName,",XLI/11"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO"
edizione,IV
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,496
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 11"
data_crea,1999-04-16 00:00:00
n_scheda,21479
segnatura,S 3
noName,",XLI/10"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,455
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 10"
data_crea,1999-04-16 00:00:00
n_scheda,21478
segnatura,S 3
noName,",XLI/9"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,708
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 9"
data_crea,1999-04-16 00:00:00
n_scheda,21477
segnatura,S 3
noName,",XLI/8"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1971
volume,2025-01-01 00:00:00
pagine,700
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 8"
data_crea,1999-04-16 00:00:00
n_scheda,21476
segnatura,S 3
noName,",XLI/7"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1970
volume,2025-01-01 00:00:00
pagine,702
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 7"
data_crea,1999-04-16 00:00:00
n_scheda,21475
segnatura,S 3
noName,",XLI/6"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,511
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 6"
data_crea,1999-04-16 00:00:00
n_scheda,21474
segnatura,S 3
noName,",XLI/5"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,I
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,589
formato,18.5
collezion,"OPEREDI INDRO MONTANELLI, V. 5"
data_crea,1999-04-16 00:00:00
n_scheda,21473
segnatura,S 3
noName,",XLI/4"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,VI
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,445
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 4"
data_crea,1999-04-16 00:00:00
n_scheda,21472
segnatura,S 3
noName,",XLI/3"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,X
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,435
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 3"
data_crea,1999-04-16 00:00:00
n_scheda,21471
segnatura,S 3
noName,",XLI/2"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO ; GERVASO, ROBERTO"
edizione,VIII
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,524
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 2"
data_crea,1999-04-16 00:00:00
n_scheda,21470
segnatura,S 3
noName,",XLI/1"
cod_sez,S
n_s_sez,3
autore,"MONTANELLI, INDRO"
edizione,III
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 1959
volume,2025-01-01 00:00:00
pagine,502
formato,18.5
collezion,"OPERE DI INDRO MONTANELLI, V. 1"
data_crea,1999-04-16 00:00:00
n_scheda,21469
segnatura,S 3
noName,",XII/36"
cod_sez,S
n_s_sez,3
autore,"BLOCH, MARC"
collabor,"CREMONESI B.M.,TRAD."
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1949
volume,2025-01-01 00:00:00
pagine,723
illustr,TAV.
formato,21
collezion,"BIBLIOTECA DI CULTURA STORICA, V. 36"
data_crea,1999-04-16 00:00:00
n_scheda,21468
segnatura,S 3
noName,",XII/30"
cod_sez,S
n_s_sez,3
autore,"GLOTZ, GUSTAVE"
collabor,"SERINI P.,TRAD."
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1948
volume,2025-01-01 00:00:00
pagine,473
illustr,"ANT., TAV."
formato,21
collezion,"BIBLIOTECA DI CULTURA STORICA, V. 30"
data_crea,1999-04-16 00:00:00
n_scheda,21467
segnatura,R 4
noName,",46"
cod_sez,R
n_s_sez,4
autore,"ELIADE, MIRCEA"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1954
volume,2025-01-01 00:00:00
pagine,"XXIII,538"
formato,21.5
note_sp,"COLLEZ. DI STUDI RELIGIOSI, ETNOLOGICI E PSICOLOGI"
data_crea,1999-04-15 00:00:00
n_scheda,21466
segnatura,GE
noName,"2,IX/88"
cod_sez,GE
n_s_sez,2
autore,"HEMINGWAY, ERNEST"
collabor,"PIVANO F.,TRAD."
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1953
volume,2025-01-01 00:00:00
pagine,418
illustr,ILL.
formato,21
collezion,"SAGGI, N. 88"
data_crea,1999-04-15 00:00:00
n_scheda,21465
segnatura,GE
noName,"2,II/3"
cod_sez,GE
n_s_sez,2
autore,"BOBBIO, NORBERTO"
edizione,I
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,282
formato,19.5
collezion,"REPRINTS EINAUDI, N. 3"
data_crea,1999-04-15 00:00:00
n_scheda,21464
segnatura,S 2
noName,"0,15"
cod_sez,S
n_s_sez,20
autore,"LAPIERRE, DOMINIQUE ; COLLINS, LARRY"
collabor,"SABA SARDI F.,TRAD."
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1975
volume,2025-01-01 00:00:00
pagine,543
illustr,CARTINE
formato,21
note_sp,LE SCIE
data_crea,1999-04-15 00:00:00
n_scheda,21463
segnatura,S 2
noName,"0,14"
cod_sez,S
n_s_sez,20
autore,"LAPIERRE, DOMINIQUE ; COLLINS, LARRY"
collabor,"SPAGNOL TITO A.,TRAD."
edizione,IV
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,634
illustr,CARTINE
formato,21
note_sp,LE SCIE
data_crea,1999-04-15 00:00:00
n_scheda,21462
segnatura,VA
noName,"77,III"
cod_sez,VA
n_s_sez,0
edizione,V
luogo_pub,MILANO
editore,COOPERATIVA FARMACEUTICA
data_pub,1949
volume,2025-03-03 00:00:00
pagine,"6 F.P.,2819-4011"
formato,20.5
note_sp,PAGINAZIONE CONTINUA
data_crea,1999-04-15 00:00:00
n_scheda,21460
segnatura,VA
noName,"77,II"
cod_sez,VA
n_s_sez,0
edizione,V
luogo_pub,MILANO
editore,COOPERATIVA FARMACEUTICA
data_pub,1949
volume,2025-03-02 00:00:00
pagine,"XI,1621-2818"
formato,20.5
note_sp,PAGINAZIONE CONTINUA
data_crea,1999-04-15 00:00:00
n_scheda,21458
segnatura,VA
noName,"77,I (I-III)"
cod_sez,VA
n_s_sez,0
edizione,V
luogo_pub,MILANO
editore,COOPERATIVA FARMACEUTICA
data_pub,S.D.
volume,2025-03-01 00:00:00
pagine,"XXXVI,1620"
illustr,"ILL., TAV.[A COL.]"
formato,20.5
data_crea,1999-04-15 00:00:00
n_scheda,21430
segnatura,LE
noName,3/0 388
cod_sez,LE
n_s_sez,3/0
autore,"ANGIOLETTI, G. B."
edizione,IV
luogo_pub,FIRENZE
editore,VALLECCHI
data_pub,COPYRIGHT 1960
volume,2025-01-01 00:00:00
pagine,305
illustr,TAV. [IN FONDO AL V.]
formato,20.5
data_crea,1999-04-06 00:00:00
n_scheda,21429
segnatura,LE
noName,"3/0 387,II"
cod_sez,LE
n_s_sez,3/0
autore,"DE SANCTIS, FRANCESCO"
collabor,"RUSSO L.,CURAT."
edizione,I
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1956
volume,2025-02-02 00:00:00
pagine,514
formato,18
note_sp,UNIVERSALE ECONOMICA/224
data_crea,1999-04-06 00:00:00
n_scheda,21428
segnatura,LE
noName,"3/0 387,I (I-II)"
cod_sez,LE
n_s_sez,3/0
autore,"DE SANCTIS, FRANCESCO"
collabor,"RUSSO L.,CURAT."
edizione,I
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1956
volume,2025-02-01 00:00:00
pagine,445
formato,18
note_sp,UNIVERSALE ECONOMICA/223
data_crea,1999-04-06 00:00:00
n_scheda,21427
segnatura,LE
noName,3/0 386
cod_sez,LE
n_s_sez,3/0
autore,GALILEO
titolo,"PROSE SCELTE, AD USO DELLE SCUOLE MEDIE SUPERIORI; CON INTRODUZIONE E NOTE"
collabor,"BARBIERI F.,CURAT."
edizione,RISTAMPA
luogo_pub,TORINO
editore,S.E.I.
data_pub,1946
volume,2025-01-01 00:00:00
pagine,"VIII,315"
illustr,ANT.
formato,20
data_crea,1999-04-06 00:00:00
n_scheda,21426
segnatura,LE
noName,3/0 385
cod_sez,LE
n_s_sez,3/0
autore,"SINISGALLI, LEONARDO"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1950
volume,2025-01-01 00:00:00
pagine,299
formato,20
note_sp,IL PENSIERO CRITICO
data_crea,1999-04-06 00:00:00
n_scheda,21425
segnatura,PO
noName,5
cod_sez,PO
n_s_sez,0
autore,"SCALFARI, EUGENIO"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,316
formato,20.5
note_sp,I LIBRI DI EUGENIO SCALFARI
data_crea,1999-04-06 00:00:00
n_scheda,21424
segnatura,PO
noName,4
cod_sez,PO
n_s_sez,0
autore,"SCALFARI, EUGENIO ; TURANI, GIUSEPPE"
edizione,I
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,478
formato,20.5
note_sp,ATTUALITA`
data_crea,1999-04-06 00:00:00
n_scheda,21423
segnatura,PO
noName,3
cod_sez,PO
n_s_sez,0
autore,"MORELLI, ENRICO"
titolo,LA RIVOLUZIONE DEI FONDI COMUNI. COME GUADAGNARE CON LA PIU` MODERNA FORMA DI INVESTIMENTO
luogo_pub,MILANO
editore,SPERLING & KUPFER
data_pub,COPYRIGHT 1986
volume,2025-01-01 00:00:00
pagine,"4 F.P.,222"
formato,19.5
note_sp,INTROD. DI EUGENIO SCALFARO
cod_isbn,88-200-0549-2
data_crea,1999-04-06 00:00:00
n_scheda,21422
segnatura,PO
noName,2
cod_sez,PO
n_s_sez,0
autore,"OTTONE, PIERO"
luogo_pub,MILANO
editore,LONGANESI & C.
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,159
formato,20.5
note_sp,IL CAMMEO/5
data_crea,1999-04-06 00:00:00
n_scheda,21421
segnatura,S 2
noName,"2,116"
cod_sez,S
n_s_sez,22
autore,"GAMBINO, ANTONIO"
luogo_pub,ROMA/BARI
editore,LATERZA
data_pub,1975
volume,2025-01-01 00:00:00
pagine,"8 F.P.,544"
formato,20
note_sp,STORIA E SOCIETA`
data_crea,1999-04-06 00:00:00
n_scheda,21420
segnatura,LE
noName,3-T/60
cod_sez,LE
n_s_sez,3
autore,"TUSIANI, JOSEPH"
edizione,I
luogo_pub,ROMA
editore,EDIZIONI PRESENZA
data_pub,COPYRIGHT 1966
volume,2025-01-01 00:00:00
pagine,310
illustr,TAV.
formato,21
note_sp,I GRANDI NARRATORI CONTEMPORANEI
data_crea,1999-04-06 00:00:00
n_scheda,21419
segnatura,LE
noName,3-A/126
cod_sez,LE
n_s_sez,3
autore,"ANGELA, PIERO"
titolo,L'UOMO E LA MARIONETTA. IL COMPORTAMENTO QUOTIDIANO VISTO ATTRAVERSO I CONDIZIONAMENTI BIOLOGICI
edizione,I
luogo_pub,MILANO
editore,GARZANTI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,333
illustr,ILL.
formato,18
data_crea,1999-04-06 00:00:00
n_scheda,21418
segnatura,"VA,"
noName,76
cod_sez,VA
n_s_sez,0
autore,"DE MAURI, L."
edizione,III
luogo_pub,MILANO
editore,HOEPLI
data_pub,COPYRIGHT 1956
volume,2025-01-01 00:00:00
pagine,"6 F.P.,535"
illustr,ILL.
formato,15
note_sp,RISTAMPA PARZIALE ALLA III ED.
data_crea,1999-04-06 00:00:00
n_scheda,21417
segnatura,X A
noName,",IV/54"
cod_sez,AR
n_s_sez,0
autore,"BOSSAGLIA, ROSSANA"
luogo_pub,FIRENZE
editore,SANSONI
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,"4 F.P.,129"
illustr,ILL.
formato,18
note_sp,SANSONI SCUOLA APERTA/ARTE
data_crea,1999-04-06 00:00:00
n_scheda,21416
segnatura,LE
noName,3/0 384
cod_sez,LE
n_s_sez,3/0
autore,"CECCHI, EMILIO"
titolo,LIBRI NUOVI E USATI. NOTE DI LETTERATURA ITALIANA CONTEMPORANEA (194 7 -1958)
luogo_pub,NAPOLI
editore,EDIZIONI SCIENTIFICHE ITALIANE
data_pub,COPYRIGHT 1958
volume,2025-01-01 00:00:00
pagine,"4 F.P.,320"
formato,21.5
note_sp,IN TESTA FRONT: COLLANA DI SAGGI
data_crea,1999-04-01 00:00:00
n_scheda,21415
segnatura,LE
noName,3/0 383
cod_sez,LE
n_s_sez,3/0
autore,"PRAZ, MARIO"
luogo_pub,MILANO/NAPOLI
editore,RICCARDO RICCIARDI
data_pub,1952
volume,2025-01-01 00:00:00
pagine,"VI,424"
formato,23
data_crea,1999-04-01 00:00:00
n_scheda,21414
segnatura,LE
noName,3/0 382
cod_sez,LE
n_s_sez,3/0
autore,"LA VALLE, RANIERO"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,"4 F.P.,318"
formato,20
note_sp,SAGGI/102
data_crea,1999-04-01 00:00:00
n_scheda,21413
segnatura,LE
noName,3/0 381
cod_sez,LE
n_s_sez,3/0
autore,"ZERI, FEDERICO"
luogo_pub,MILANO
editore,LONGANESI & C.
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,291
formato,20
note_sp,IL CAMMEO/19
data_crea,1999-04-01 00:00:00
n_scheda,21412
segnatura,LE
noName,3-S/70
cod_sez,LE
n_s_sez,3
autore,"SCIASCIA, LEONARDO"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1977
volume,2025-01-01 00:00:00
pagine,"4 F.P.,145"
formato,19.5
note_sp,NUOVI CORALLI 192
data_crea,1999-04-01 00:00:00
n_scheda,21411
segnatura,LE
noName,3-S/69
cod_sez,LE
n_s_sez,3
autore,"SATTA, SALVATORE"
luogo_pub,MILANO
editore,ADELPHI
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,187
formato,22
note_sp,"BIBLIOTECA ADELPHI,109"
data_crea,1999-04-01 00:00:00
n_scheda,21410
segnatura,LE
noName,3-S/68
cod_sez,LE
n_s_sez,3
autore,"SILONE, IGNAZIO"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1962
volume,2025-01-01 00:00:00
pagine,300
formato,19
data_crea,1999-04-01 00:00:00
n_scheda,21409
segnatura,LE
noName,3-S/67
cod_sez,LE
n_s_sez,3
autore,"SCIASCIA, LEONARDO"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,"4 F.P.,124"
formato,19
note_sp,"I CORALLI,302"
data_crea,1999-04-01 00:00:00
n_scheda,21408
segnatura,LE
noName,3-R/11
cod_sez,LE
n_s_sez,3
autore,"REVELLI, NUTO"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1977 E 1979
volume,2025-01-01 00:00:00
pagine,294
formato,18
note_sp,"LETTURE PER LA SCUOLA MEDIA,50"
data_crea,1999-04-01 00:00:00
n_scheda,21407
segnatura,LE
noName,3-P/134
cod_sez,LE
n_s_sez,3
autore,"PARAZZOLI, FERRUCCIO"
edizione,I
luogo_pub,MILANO
editore,BOMPIANI
data_pub,COPYRIGHT 1977
volume,2025-01-01 00:00:00
pagine,134
formato,20.5
data_crea,1999-04-01 00:00:00
n_scheda,21406
segnatura,LE
noName,3-P/123
cod_sez,LE
n_s_sez,3
autore,"PRETI, LUIGI"
edizione,III
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,"4 F.P.,478"
formato,18.5
note_sp,GLI OSCAR
data_crea,1999-04-01 00:00:00
n_scheda,21405
segnatura,LE
noName,3-O/5
cod_sez,LE
n_s_sez,3
autore,"ORTESE, ANNA MARIA"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1953
volume,2025-01-01 00:00:00
pagine,194
formato,19.5
data_crea,1999-04-01 00:00:00
n_scheda,21404
segnatura,LE
noName,3-N/28
cod_sez,LE
n_s_sez,3
autore,"NEGRI, ADA"
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1932
volume,2025-01-01 00:00:00
pagine,334
formato,19
data_crea,1999-04-01 00:00:00
n_scheda,21402
segnatura,LE
noName,3-M/85
cod_sez,LE
n_s_sez,3
autore,"MORANTE, ELSA"
edizione,XIII
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1957
volume,2025-01-01 00:00:00
pagine,386
formato,22
data_crea,1999-04-01 00:00:00
n_scheda,21400
segnatura,LE
noName,3-M/84
cod_sez,LE
n_s_sez,3
autore,"MANCINELLI, LAURA"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,"4 F.P.,143"
formato,19.5
note_sp,"NUOVI CORALLI,293"
data_crea,1999-04-01 00:00:00
n_scheda,21399
segnatura,LE
noName,3-L/19
cod_sez,LE
n_s_sez,3
autore,"LEVI, PRIMO"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1986
volume,2025-01-01 00:00:00
pagine,167
formato,19.5
note_sp,"GLI STRUZZI,305"
cod_isbn,88-06-59308-0
data_crea,1999-04-01 00:00:00
n_scheda,21398
segnatura,LE
noName,3-L/18
cod_sez,LE
n_s_sez,3
autore,"LEDDA, GAVINO"
edizione,XV
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1977
volume,2025-01-01 00:00:00
pagine,226
formato,19
data_crea,1999-04-01 00:00:00
n_scheda,21397
segnatura,LE
noName,3-G/91
cod_sez,LE
n_s_sez,3
autore,"GINZBURG, NATALIA"
titolo,CINQUE ROMANZI BREVI. LA STRADA CHE VA IN CITTA` / E` STATO COSI` / VALENTINO / SAGITTARIO / LE VOCI DELLA SERA
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1964
volume,2025-01-01 00:00:00
pagine,407
formato,22
data_crea,1999-04-01 00:00:00
n_scheda,21396
segnatura,LE
noName,3-D/89
cod_sez,LE
n_s_sez,3
autore,"DESSI`, GIUSEPPE"
edizione,I
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1961
volume,2025-01-01 00:00:00
pagine,160
formato,20
note_sp,"BIBLIOTECA DI LETTERATURA/I CONTEMPORANEI,29"
data_crea,1999-04-01 00:00:00
n_scheda,21395
segnatura,LE
noName,3-C/65
cod_sez,LE
n_s_sez,3
autore,"CALVINO, ITALO"
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1963
volume,2025-01-01 00:00:00
pagine,97
formato,19
note_sp,I CORALLI 175
data_crea,1999-04-01 00:00:00
n_scheda,21394
segnatura,LE
noName,3-B/68
cod_sez,LE
n_s_sez,3
autore,"BELTRAMI, ODDONE"
luogo_pub,MILANO
editore,PALAZZI
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,217
formato,21
note_sp,NARRATIVA/5
data_crea,1999-04-01 00:00:00
n_scheda,21393
segnatura,LE
noName,3-B/67
cod_sez,LE
n_s_sez,3
autore,"BRAMBILLA, ARTURO"
edizione,I
luogo_pub,MILANO
editore,MONDADORI
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,206
formato,19
note_sp,INTROD. DI DINO BUZZATI
data_crea,1999-04-01 00:00:00
n_scheda,21392
segnatura,LE
noName,3-B/66
cod_sez,LE
n_s_sez,3
autore,"BONFANTI, STEFANO"
luogo_pub,SESTO S. GIOVANNI-(MI)
editore,EDIZ. PERGAMENA/TIP. ARTIGIANA G. BIANCHI
data_pub,1991
volume,2025-01-01 00:00:00
pagine,162
formato,24
data_crea,1999-04-01 00:00:00
n_scheda,21391
segnatura,LE
noName,3-B/65
cod_sez,LE
n_s_sez,3
autore,"BONFANTI, STEFANO"
luogo_pub,SESTO S. GIOVANNI-(MI)
editore,TIP. ARTIGIANA G. BIANCHI
data_pub,1991
volume,2025-01-01 00:00:00
pagine,200
formato,24
data_crea,1999-04-01 00:00:00
n_scheda,21389
segnatura,LE
noName,3-B/76
cod_sez,LE
n_s_sez,3
